datetime,open,high,low,close,volume,trades,taker_buy,taker_sell,RSI,ATR
2020-07-12,239.25,244.35,236.0,242.82,899578.746,310997,454324.886,445253.86000000004,65.301576422207,8.212857142857143
2020-07-13,242.82,245.56,237.3,239.6,1099518.478,366373,522770.902,576747.5759999999,59.94196961938899,8.15857142857143
2020-07-14,239.6,242.24,236.74,240.56,724653.885,264606,356855.077,367798.808,63.121063680895745,8.142142857142858
2020-07-15,240.57,241.5,236.9,238.59,529634.834,220091,242492.015,287142.819,57.04435333581812,7.844285714285713
2020-07-16,238.59,239.58,229.84,233.74,1047566.611,333572,498974.012,548592.599,56.664198445020396,7.8807142857142845
2020-07-17,233.75,235.05,231.81,232.72,557216.722,222227,292917.632,264299.08999999997,57.397337333583344,7.822142857142858
2020-07-18,232.72,236.95,232.35,235.69,466496.509,205667,254198.094,212298.415,56.24879645676874,7.689285714285715
2020-07-19,235.69,239.93,233.28,239.19,573124.068,207075,301422.349,271701.719,60.754086181277856,7.691428571428572
2020-07-20,239.18,239.81,234.0,236.03,693643.358,241950,317990.05,375653.308,43.48534201954397,7.0042857142857144
2020-07-21,236.02,246.87,235.52,245.56,1191285.53,362155,640067.275,551218.255,56.069938406517,7.139285714285713
2020-07-22,245.56,270.8,241.52,264.27,1647528.096,427122,874784.361,772743.7349999999,63.960880195599024,8.427142857142856
2020-07-23,264.3,280.48,259.86,275.56,2725687.424,655074,1379831.154,1345856.27,74.84817064138647,9.192857142857141
2020-07-24,275.5,287.76,268.32,279.45,2651233.303,595521,1335782.166,1315451.1369999999,76.9078575466365,10.115714285714285
2020-07-25,279.45,309.39,279.28,305.64,3122852.128,671258,1618020.268,1504831.86,85.00474533375514,11.967857142857143
2020-07-26,305.58,321.99,299.18,311.41,3709687.999,765341,1781663.378,1928024.6209999998,85.3447387405957,13.000714285714286
2020-07-27,311.36,335.0,311.0,322.33,5017477.237,1010311,2418096.853,2599380.3839999996,89.4968012985773,14.125000000000002
2020-07-28,322.3,327.47,306.02,317.21,2856472.08,648669,1336188.548,1520283.5320000001,85.19606942786298,15.26428571428572
2020-07-29,317.19,325.99,313.0,318.12,1890408.946,410157,901832.824,988576.122,86.87749234906798,15.863571428571435
2020-07-30,318.12,343.38,314.06,335.3,2332715.926,516637,1158783.558,1173932.368,92.26031957390146,17.262142857142862
2020-07-31,335.31,349.83,329.0,346.42,2671758.151,673762,1310144.582,1361613.5690000001,93.64348226623676,18.51857142857143
2020-08-01,346.42,394.8,343.4,387.24,4026011.453,826413,1994412.716,2031598.7370000002,95.07465350068408,21.861428571428576
2020-08-02,387.25,418.49,302.0,372.85,6320469.19,1334537,2972505.996,3347963.1940000006,87.33519553072627,29.707142857142863
2020-08-03,372.86,398.59,366.66,386.2,3020910.903,717019,1435804.774,1585106.129,89.68761562450447,31.572857142857142
2020-08-04,386.19,403.88,380.66,390.1,2702153.264,654517,1263035.268,1439117.996,89.37132272826324,32.42071428571428
2020-08-05,390.02,407.88,384.31,400.95,2378190.463,627789,1144175.487,1234014.976,88.89584519066591,32.01285714285715
2020-08-06,400.94,404.25,390.6,395.09,1643305.55,461636,754079.64,889225.91,85.10013507957949,31.515000000000004
2020-08-07,395.1,398.86,361.27,379.63,2591811.422,625089,1190747.349,1401064.0729999999,77.5461944566652,32.81142857142857
2020-08-08,379.62,397.75,376.11,397.48,1345421.828,405183,667771.036,677650.792,76.46685878962538,32.20642857142857
2020-08-09,397.56,400.73,383.75,390.54,1457418.137,401401,679964.524,777453.6130000001,72.65128528081526,31.790000000000003
2020-08-10,390.54,400.7,384.34,395.83,1547750.272,402256,732177.075,815573.1970000002,71.74041646947468,31.24428571428572
2020-08-11,395.83,398.78,367.0,379.3,2199154.835,529635,1005510.91,1193643.9249999998,67.20421169298976,31.982142857142858
